"Prévia da população calculada com base nos resultados do","","","",""
"Censo Demográfico 2022 até 25 de dezembro de 2022","","","",""
"UF","COD. UF","COD. MUNIC","NOME DO MUNICÍPIO","POPULAÇÃO"
"PA","15","00107","Abaetetuba","158.042"
"PA","15","00131","Abel Figueiredo","6.119"
"PA","15","00206","Acará","63.268"
"PA","15","00305","Afuá","38.020"
"PA","15","00347","Água Azul do Norte","16.672"
"PA","15","00404","Alenquer","86.096"
"PA","15","00503","Almeirim","38.843"
"PA","15","00602","Altamira","135.067"
"PA","15","00701","Anajás","34.065"
"PA","15","00800","Ananindeua","515.745"
"PA","15","00859","Anapu","33.566"
"PA","15","00909","Augusto Corrêa","43.691"
"PA","15","00958","Aurora do Pará","32.772"
"PA","15","01006","Aveiro","18.343"
"PA","15","01105","Bagre","35.265"
"PA","15","01204","Baião","51.844"
"PA","15","01253","Bannach","3.730"
"PA","15","01303","Barcarena","126.733"
"PA","15","01402","Belém","1.367.336"
"PA","15","01451","Belterra","18.060"
"PA","15","01501","Benevides","56.152"
"PA","15","01576","Bom Jesus do Tocantins","14.511"
"PA","15","01600","Bonito","12.892"
"PA","15","01709","Bragança","121.793"
"PA","15","01725","Brasil Novo","30.214"
"PA","15","01758","Brejo Grande do Araguaia","6.791"
"PA","15","01782","Breu Branco","40.157"
"PA","15","01808","Breves","114.628"
"PA","15","01907","Bujaru","27.049"
"PA","15","01956","Cachoeira do Piriá","26.510"
"PA","15","02004","Cachoeira do Arari","22.950"
"PA","15","02103","Cametá","134.734"
"PA","15","02152","Canaã dos Carajás","75.433"
"PA","15","02202","Capanema","70.321"
"PA","15","02301","Capitão Poço","56.331"
"PA","15","02400","Castanhal","200.003"
"PA","15","02509","Chaves","20.630"
"PA","15","02608","Colares","11.923"
"PA","15","02707","Conceição do Araguaia","44.765"
"PA","15","02756","Concórdia do Pará","26.869"
"PA","15","02764","Cumaru do Norte","12.397"
"PA","15","02772","Curionópolis","19.929"
"PA","15","02806","Curralinho","38.060"
"PA","15","02855","Curuá","14.126"
"PA","15","02905","Curuçá","44.493"
"PA","15","02939","Dom Eliseu","58.444"
"PA","15","02954","Eldorado do Carajás","30.264"
"PA","15","03002","Faro","8.728"
"PA","15","03044","Floresta do Araguaia","17.896"
"PA","15","03077","Garrafão do Norte","24.716"
"PA","15","03093","Goianésia do Pará","23.806"
"PA","15","03101","Gurupá","31.945"
"PA","15","03200","Igarapé-Açu","35.788"
"PA","15","03309","Igarapé-Miri","66.369"
"PA","15","03408","Inhangapi","10.334"
"PA","15","03457","Ipixuna do Pará","29.116"
"PA","15","03507","Irituia","30.627"
"PA","15","03606","Itaituba","137.170"
"PA","15","03705","Itupiranga","53.873"
"PA","15","03754","Jacareacanga","24.742(23)"
"PA","15","03804","Jacundá","36.184"
"PA","15","03903","Juruti","57.837"
"PA","15","04000","Limoeiro do Ajuru","29.617"
"PA","15","04059","Mãe do Rio","34.566"
"PA","15","04109","Magalhães Barata","8.090"
"PA","15","04208","Marabá","271.321"
"PA","15","04307","Maracanã","25.929"
"PA","15","04406","Marapanim","30.867"
"PA","15","04422","Marituba","123.890"
"PA","15","04455","Medicilândia","26.438"
"PA","15","04505","Melgaço","26.770"
"PA","15","04604","Mocajuba","27.265"
"PA","15","04703","Moju","81.364"
"PA","15","04752","Mojuí dos Campos","22.845"
"PA","15","04802","Monte Alegre","59.890"
"PA","15","04901","Muaná","60.117"
"PA","15","04950","Nova Esperança do Piriá","21.132"
"PA","15","04976","Nova Ipixuna","13.318"
"PA","15","05007","Nova Timboteua","12.737"
"PA","15","05031","Novo Progresso","33.636"
"PA","15","05064","Novo Repartimento","60.438"
"PA","15","05106","Óbidos","58.121"
"PA","15","05205","Oeiras do Pará","33.886"
"PA","15","05304","Oriximiná","76.140"
"PA","15","05403","Ourém","17.836"
"PA","15","05437","Ourilândia do Norte","26.570"
"PA","15","05486","Pacajá","43.527"
"PA","15","05494","Palestina do Pará","6.872"
"PA","15","05502","Paragominas","104.883"
"PA","15","05536","Parauapebas","271.577"
"PA","15","05551","Pau D'Arco","6.772"
"PA","15","05601","Peixe-Boi","8.315"
"PA","15","05635","Piçarra","12.794"
"PA","15","05650","Placas","18.602"
"PA","15","05700","Ponta de Pedras","24.913"
"PA","15","05809","Portel","67.288"
"PA","15","05908","Porto de Moz","40.709"
"PA","15","06005","Prainha","35.655"
"PA","15","06104","Primavera","10.700"
"PA","15","06112","Quatipuru","11.534"
"PA","15","06138","Redenção","91.227"
"PA","15","06161","Rio Maria","17.965"
"PA","15","06187","Rondon do Pará","35.182"
"PA","15","06195","Rurópolis","41.975"
"PA","15","06203","Salinópolis","44.451"
"PA","15","06302","Salvaterra","24.701"
"PA","15","06351","Santa Bárbara do Pará","21.089"
"PA","15","06401","Santa Cruz do Arari","6.820"
"PA","15","06500","Santa Izabel do Pará","68.963"
"PA","15","06559","Santa Luzia do Pará","20.341"
"PA","15","06583","Santa Maria das Barreiras","17.639"
"PA","15","06609","Santa Maria do Pará","24.583"
"PA","15","06708","Santana do Araguaia","44.526"
"PA","15","06807","Santarém","351.220"
"PA","15","06906","Santarém Novo","6.116"
"PA","15","07003","Santo Antônio do Tauá","28.282"
"PA","15","07102","São Caetano de Odivelas","15.226"
"PA","15","07151","São Domingos do Araguaia","20.970"
"PA","15","07201","São Domingos do Capim","30.144"
"PA","15","07300","São Félix do Xingu","81.161"
"PA","15","07409","São Francisco do Pará","14.912"
"PA","15","07458","São Geraldo do Araguaia","24.243"
"PA","15","07466","São João da Ponta","4.264"
"PA","15","07474","São João de Pirabas","20.593"
"PA","15","07508","São João do Araguaia","13.446"
"PA","15","07607","São Miguel do Guamá","52.810"
"PA","15","07706","São Sebastião da Boa Vista","31.336"
"PA","15","07755","Sapucaia","5.295"
"PA","15","07805","Senador José Porfírio","22.651"
"PA","15","07904","Soure","24.183"
"PA","15","07953","Tailândia","84.206"
"PA","15","07961","Terra Alta","10.404"
"PA","15","07979","Terra Santa","18.804"
"PA","15","08001","Tomé-Açu","76.055"
"PA","15","08035","Tracuateua","28.015"
"PA","15","08050","Trairão","18.924"
"PA","15","08084","Tucumã","34.812"
"PA","15","08100","Tucuruí","90.232"
"PA","15","08126","Ulianópolis","56.562"
"PA","15","08159","Uruará","48.511"
"PA","15","08209","Vigia","49.096"
"PA","15","08308","Viseu","58.095"
"PA","15","08357","Vitória do Xingu","15.104"
"PA","15","08407","Xinguara","56.127"
""
"Fonte: IBGE. Diretoria de Pesquisas - DPE - Coordenação Técnica do Censo"
"Demográfico - CTD"
"Notas:"
"(23) População judicial do município de Jacareacanga-PA: 41.487 habitantes."
"Processo Judicial nº 798-41.2011.4.01.3902, Seção Judiciária de Itaituba-PA."
